transaction_id,transaction_time,transaction_date,customer_key,account_key,transaction_key,amount,account_balance
IT2OBB,19/02/2024 04:34,19/02/2024,1980,1677,11,4.88,3314.01
AO3US4,19/02/2024 04:29,19/02/2024,309,151,12,18,5154.38
1JAV8N,19/02/2024 04:26,19/02/2024,996,882,12,16.1,1929.46
C4XLXD,19/02/2024 04:24,19/02/2024,984,1977,10,30.46,6627.53
DBO3J4,19/02/2024 04:11,19/02/2024,594,149,18,33.97,360.9
CHBR7Q,19/02/2024 04:09,19/02/2024,1283,1537,22,56.74,1756.86
61Q68X,19/02/2024 04:04,19/02/2024,1223,1344,10,11.76,3432.02
EQI01D,19/02/2024 04:04,19/02/2024,910,337,23,18.81,3041.33
YJOZJJ,19/02/2024 04:01,19/02/2024,76,1631,19,3.55,3119.28
5G562K,19/02/2024 03:58,19/02/2024,1563,106,11,26.6,4180.24
1TCGKI,19/02/2024 03:57,19/02/2024,1094,260,20,215.9,3246.97
1O7AEM,19/02/2024 03:52,19/02/2024,997,729,10,20.61,2629.87
PPN74P,19/02/2024 03:51,19/02/2024,633,2041,10,27.14,3246.44
397G5I,19/02/2024 03:51,19/02/2024,1272,2236,12,57.74,24583.96
CP0TLZ,19/02/2024 03:50,19/02/2024,1626,2161,23,74.53,3792.63
A0KLL5,19/02/2024 03:50,19/02/2024,326,1555,16,12.14,3065.47
TGUBIS,19/02/2024 03:48,19/02/2024,386,1161,17,57.24,171.11
F0GNZO,19/02/2024 03:46,19/02/2024,1050,1311,15,15.73,1296.03
FPQ4QY,19/02/2024 03:46,19/02/2024,1645,1138,11,215.62,4254.96
G2T5FX,19/02/2024 03:35,19/02/2024,67,1982,17,6.35,5010.92
O5Q7ZI,19/02/2024 03:34,19/02/2024,1019,909,18,29.12,1176.42
ECB80R,19/02/2024 03:33,19/02/2024,1011,667,20,39.01,1410.38
TXM7J2,19/02/2024 03:32,19/02/2024,1953,1575,21,120.35,1545.88
78V59C,19/02/2024 03:30,19/02/2024,1250,111,19,27.01,76.31
47Y8LG,19/02/2024 03:30,19/02/2024,916,1190,10,12.7,2159.6
9NTHMF,19/02/2024 03:30,19/02/2024,1922,1690,20,84.96,2048.63
YZSOMM,19/02/2024 03:30,19/02/2024,1216,1981,19,67.36,180.08
1WGD88,19/02/2024 03:27,19/02/2024,1925,2012,19,37.39,2577.71
3AHR9F,19/02/2024 03:27,19/02/2024,1395,1346,15,58.38,170.69
4TTCZM,19/02/2024 03:23,19/02/2024,194,2107,14,152.63,78527.27
IRAL0L,19/02/2024 03:20,19/02/2024,544,304,14,19.31,4248.86
9DZ7VX,19/02/2024 03:20,19/02/2024,476,662,11,10.38,5719.97
WAVV7K,19/02/2024 03:17,19/02/2024,967,742,19,7.16,2730.81
QYB8UK,19/02/2024 03:10,19/02/2024,1409,1945,17,9,36108.41
CP9VSD,19/02/2024 03:10,19/02/2024,67,1982,18,32.02,5004.57
EK02DG,19/02/2024 03:05,19/02/2024,1628,1100,22,29.53,28061.47
F1E7FH,19/02/2024 03:03,19/02/2024,1221,1224,16,10.61,2092.96
3Q5HOH,19/02/2024 03:02,19/02/2024,1135,1094,19,35.62,3700.73
GH0WKT,19/02/2024 03:02,19/02/2024,304,1837,22,121.7,2876.23
GDH5SG,19/02/2024 03:02,19/02/2024,1900,1563,19,66.58,1004.4
W3GSML,19/02/2024 02:59,19/02/2024,1511,167,16,38.01,1690.74
1S7YSI,19/02/2024 02:55,19/02/2024,1309,1763,16,38.45,374.76
1DCPZO,19/02/2024 02:54,19/02/2024,1644,353,22,577.83,93370.21
RVKCTX,19/02/2024 02:54,19/02/2024,261,2050,11,21.57,247.48
XDZRYC,19/02/2024 02:54,19/02/2024,518,1134,21,17.39,158.68
GCUSMF,19/02/2024 02:53,19/02/2024,949,2387,19,134.67,524.38
Q3V59S,19/02/2024 02:48,19/02/2024,944,1524,17,57.89,205.22
UYNXT1,19/02/2024 02:44,19/02/2024,1706,788,15,3.86,836.49
76Z5NZ,19/02/2024 02:40,19/02/2024,1394,850,18,10.77,2700.44
MGKXHG,19/02/2024 02:40,19/02/2024,1749,949,19,233.13,1177.82
QZA6BC,19/02/2024 02:38,19/02/2024,783,1007,22,18.95,4136.96
QIJ88A,19/02/2024 02:38,19/02/2024,1091,1262,21,2.03,4495.89
RLN79G,19/02/2024 02:37,19/02/2024,1356,1412,22,6.77,18696.15
GSL4JF,19/02/2024 02:35,19/02/2024,1434,129,11,27.18,239.22
RK4VWR,19/02/2024 02:33,19/02/2024,794,1368,12,73.01,1223.11
94272F,19/02/2024 02:31,19/02/2024,1278,2311,15,4.97,237.99
GMZPWO,19/02/2024 02:30,19/02/2024,1764,275,21,8.88,121.54
O4DTQT,19/02/2024 02:29,19/02/2024,494,1399,17,29.92,2424.51
AB0M0B,19/02/2024 02:29,19/02/2024,1834,752,23,26.72,68808.88
SWMN2N,19/02/2024 02:22,19/02/2024,1061,1607,22,5.65,4931.78
WU3OGB,19/02/2024 02:15,19/02/2024,860,1287,23,13.63,1135.87
CAESO2,19/02/2024 02:15,19/02/2024,501,614,23,12.92,2302.75
ABU9Z0,19/02/2024 02:14,19/02/2024,1047,2180,21,35.13,113.23
ZIL90V,19/02/2024 02:13,19/02/2024,1959,141,22,31.8,3188.64
U3G2YV,19/02/2024 02:13,19/02/2024,814,834,20,38.83,17704.3
7HLCMT,19/02/2024 02:08,19/02/2024,1717,1102,21,12.35,246.1
030G9H,19/02/2024 02:06,19/02/2024,274,396,22,399.49,48163.06
RRXE23,19/02/2024 02:05,19/02/2024,1777,2239,17,28.17,53053.97
3HUCNO,19/02/2024 01:56,19/02/2024,369,635,21,22.39,153.6
CCJP8R,19/02/2024 01:56,19/02/2024,1206,289,11,24.83,2062.87
D4UULJ,19/02/2024 01:54,19/02/2024,605,1999,15,51.51,167.03
WC27FY,19/02/2024 01:53,19/02/2024,1528,330,21,25.34,288.65
ZA9S1R,19/02/2024 01:52,19/02/2024,1606,372,23,15.64,1798.76
V21N7G,19/02/2024 01:48,19/02/2024,1485,965,14,7.83,342.33
VFXC6I,19/02/2024 01:46,19/02/2024,340,297,22,3.72,4857.84
LZ8Z2A,19/02/2024 01:44,19/02/2024,764,1054,12,4.78,311.11
LOGDVB,19/02/2024 01:44,19/02/2024,834,33,15,10.64,257.79
MVLLYF,19/02/2024 01:39,19/02/2024,1685,1011,20,7.99,3825.33
3M3EK0,19/02/2024 01:39,19/02/2024,240,535,12,80.79,4476.4
BR598L,19/02/2024 01:36,19/02/2024,400,2081,18,14.54,2355.41
9W8HZM,19/02/2024 01:30,19/02/2024,259,772,19,9.95,940.37
7NWL0W,19/02/2024 01:29,19/02/2024,977,2209,18,17.68,1237.25
O43K55,19/02/2024 01:28,19/02/2024,1742,1508,14,3.38,2001.19
M7M2Z9,19/02/2024 01:27,19/02/2024,981,1170,11,17.26,4596.71
04JSE1,19/02/2024 01:22,19/02/2024,22,315,18,7.14,2478.11
X0RWX1,19/02/2024 01:21,19/02/2024,565,1255,21,82.84,3639.51
XMDFX9,19/02/2024 01:19,19/02/2024,188,1419,15,7.8,3326
VFVTFE,19/02/2024 01:15,19/02/2024,623,1062,15,10.03,3821.71
10NUSG,19/02/2024 01:14,19/02/2024,1925,2012,16,9.32,2540.32
CRF4Z0,19/02/2024 01:14,19/02/2024,1988,1806,19,28.51,360.04
KQGNC9,19/02/2024 01:13,19/02/2024,1394,850,16,14.6,2711.21
RN5ARR,19/02/2024 01:12,19/02/2024,830,500,23,16.87,55063.28
JQONTQ,19/02/2024 01:10,19/02/2024,425,1035,15,18.13,2866.12
VWSPBU,19/02/2024 01:09,19/02/2024,941,932,15,3.66,6.15
RDT3DW,19/02/2024 01:07,19/02/2024,200,1817,20,6.48,980.41
AW8YXH,19/02/2024 01:07,19/02/2024,240,388,20,29.51,4998.84
VY3GH9,19/02/2024 01:06,19/02/2024,885,27,16,55.62,2748.35
0GHFMZ,19/02/2024 01:05,19/02/2024,1662,1409,11,8.57,215.2
UBL6A1,19/02/2024 01:05,19/02/2024,466,2052,11,2.59,253.9
77UIXK,19/02/2024 00:58,19/02/2024,977,2209,11,11.38,1254.93
S07PHV,19/02/2024 00:56,19/02/2024,922,1531,23,92.21,1807.23
UBMO8O,19/02/2024 00:52,19/02/2024,1812,1192,16,1.73,3102.22
JQNOQ7,19/02/2024 00:50,19/02/2024,1713,892,12,16.51,637.81
T5LHJP,19/02/2024 00:48,19/02/2024,1531,521,10,18.44,465.3
7MLXQQ,19/02/2024 00:46,19/02/2024,575,1064,16,23.11,3511.34
RLSFVJ,19/02/2024 00:45,19/02/2024,1375,412,19,33.28,233.51
E5JXC7,19/02/2024 00:44,19/02/2024,955,1926,23,19.4,3341.23
QPAGQ4,19/02/2024 00:43,19/02/2024,521,951,10,4.51,3822.95
T9914O,19/02/2024 00:37,19/02/2024,314,1143,11,16.3,1264.94
2GXLV3,19/02/2024 00:37,19/02/2024,1938,1878,20,12.23,622.22
88EQ4R,19/02/2024 00:36,19/02/2024,1168,1356,19,35.33,3882.63
OLHE2A,19/02/2024 00:34,19/02/2024,907,1371,19,11.1,1722.99
PVA6XP,19/02/2024 00:34,19/02/2024,1706,373,16,223.5,11272
EXYDW2,19/02/2024 00:34,19/02/2024,414,36,19,11.03,249.74
NA8MZ0,19/02/2024 00:32,19/02/2024,1206,289,22,44.98,2038.04
98L51F,19/02/2024 00:31,19/02/2024,974,1857,11,2.41,4788.47
VDLJWK,19/02/2024 00:31,19/02/2024,1827,771,19,5.36,233.33
ZICIY9,19/02/2024 00:30,19/02/2024,696,229,14,1671.26,9392.39
KM6GFF,19/02/2024 00:28,19/02/2024,1925,2368,15,9.37,1118.27
D71P41,19/02/2024 00:26,19/02/2024,1672,20,20,31.62,2340.1
WCX2FV,19/02/2024 00:20,19/02/2024,765,233,14,8.27,4691.22
JBPGFK,19/02/2024 00:19,19/02/2024,749,697,12,101.1,52038.71
2FFI6V,19/02/2024 00:19,19/02/2024,363,1235,18,9.93,4462.42
K60818,19/02/2024 00:14,19/02/2024,1071,1632,19,22.3,1217.29
E4ON7M,19/02/2024 00:13,19/02/2024,1087,2308,15,124.81,1856.83
YES6RQ,19/02/2024 00:09,19/02/2024,1274,227,22,228.42,1241.6
597G0K,19/02/2024 00:09,19/02/2024,700,209,14,10.42,3420.69
0TRTC3,19/02/2024 00:04,19/02/2024,57,861,15,25.48,550.61
9Q4OW9,19/02/2024 00:03,19/02/2024,1450,571,19,73.19,50204.14
539HL5,20/02/2024 23:58,20/02/2024,234,1139,15,9.23,3174.32
G6AO4K,20/02/2024 23:52,20/02/2024,1976,2247,17,36.41,4555.02
U9RFMT,20/02/2024 23:52,20/02/2024,755,1691,22,2.06,1948.38
APBWUH,20/02/2024 23:50,20/02/2024,49,247,11,9.91,214.93
48KKWH,20/02/2024 23:47,20/02/2024,299,1439,21,10.42,235.16
FAGN3C,20/02/2024 23:41,20/02/2024,393,519,17,7.81,939.37
T7WTGR,20/02/2024 23:35,20/02/2024,1972,1559,17,19.89,2059.83
HJQ73U,20/02/2024 23:30,20/02/2024,1304,258,11,159.56,3211.61
UUL0TA,20/02/2024 23:29,20/02/2024,671,981,19,7.31,244.72
ZLJQ3J,20/02/2024 23:28,20/02/2024,910,337,16,44.42,2833.69
AUDS3E,20/02/2024 23:27,20/02/2024,1840,459,22,215.96,30727.41
P9S0Q7,20/02/2024 23:26,20/02/2024,1442,136,22,18.41,4504.89
455UQU,20/02/2024 23:23,20/02/2024,165,1210,23,61.06,4448.09
V2LK3F,20/02/2024 23:22,20/02/2024,1473,1168,19,10.13,1968.31
5Y4IG7,20/02/2024 23:22,20/02/2024,1599,434,20,60.04,1315.13
SEEINF,20/02/2024 23:18,20/02/2024,817,265,10,46.16,371.33
CV2YOK,20/02/2024 23:18,20/02/2024,934,2261,19,60.14,75625.1
Z9HPCP,20/02/2024 23:16,20/02/2024,611,1585,21,51.07,390.74
X88MZV,20/02/2024 23:16,20/02/2024,1100,1495,22,308.52,2070.85
UPEJQW,20/02/2024 23:16,20/02/2024,1016,1526,16,13.53,2109.31
7Q3D7W,20/02/2024 23:14,20/02/2024,1430,1545,10,11.29,2181.21
A3R25N,20/02/2024 23:13,20/02/2024,902,2420,15,979.8,2119.23
9ZG65M,20/02/2024 23:12,20/02/2024,1631,440,15,34.73,4166.62
THAI2Y,20/02/2024 23:12,20/02/2024,1663,1276,12,29.72,16854.72
HXCI5A,20/02/2024 23:05,20/02/2024,1457,346,21,10.53,782.21
46QVJS,20/02/2024 23:04,20/02/2024,1052,1790,19,5.74,7810.93
6TFCJP,20/02/2024 23:00,20/02/2024,21,1922,15,10.19,146.7
KWZWX0,20/02/2024 22:54,20/02/2024,393,519,12,26.51,931.56
ZWPP0Z,20/02/2024 22:52,20/02/2024,1190,1020,15,19.42,961.59
J7IU9B,20/02/2024 22:51,20/02/2024,291,1184,16,14.06,2016.36
4VLDYY,20/02/2024 22:51,20/02/2024,296,398,14,13.49,458.76
44JT66,20/02/2024 22:50,20/02/2024,148,1839,12,7.63,3644.04
812L04,20/02/2024 22:49,20/02/2024,1421,1227,11,25.86,162.87
5X8MEX,20/02/2024 22:46,20/02/2024,1787,916,12,102.24,66.14
1HZ8I8,20/02/2024 22:44,20/02/2024,1529,1133,17,6.8,647.99
IUWLZS,20/02/2024 22:44,20/02/2024,633,2041,23,7.42,3239.02
8KTO05,20/02/2024 22:43,20/02/2024,1627,1179,11,50.09,480.89
84S1Q1,20/02/2024 22:42,20/02/2024,380,663,21,22.28,4105.54
A4E138,20/02/2024 22:40,20/02/2024,1918,1622,21,7.69,2844.32
LDX2UW,20/02/2024 22:37,20/02/2024,752,432,17,28.53,609.86
JJ3P4R,20/02/2024 22:36,20/02/2024,445,750,10,39.51,1874.5
V6YTSH,20/02/2024 22:36,20/02/2024,717,1055,12,134.39,4922.02
V3NRO0,20/02/2024 22:35,20/02/2024,452,2165,18,3.45,4278.66
BFIY41,20/02/2024 22:35,20/02/2024,495,1894,15,78.86,96706.72
AWVSPY,20/02/2024 22:34,20/02/2024,1044,1667,12,21.23,4620.63
CM3IGE,20/02/2024 22:34,20/02/2024,1736,710,20,79.69,3707.42
YOXXO4,20/02/2024 22:31,20/02/2024,804,181,23,25.5,3349.34
POZKXG,20/02/2024 22:31,20/02/2024,1278,2311,11,36.16,274.15
R1ZAGL,20/02/2024 22:28,20/02/2024,1724,1640,21,17.56,2915.71
DOLIWX,20/02/2024 22:27,20/02/2024,544,304,20,36.18,4212.68
GB5SD3,20/02/2024 22:26,20/02/2024,648,176,11,13.54,1298.08
KFL9NF,20/02/2024 22:25,20/02/2024,527,1522,17,125.14,423.88
9ZDMAE,20/02/2024 22:25,20/02/2024,822,390,15,0.72,1637.89
F10YNN,20/02/2024 22:22,20/02/2024,1848,598,23,71.21,3.9
NGDEIV,20/02/2024 22:21,20/02/2024,984,1977,12,48.77,6578.76
G85NSD,20/02/2024 22:19,20/02/2024,698,1429,21,16.3,909.33
21E1A7,20/02/2024 22:16,20/02/2024,1036,1453,23,11.19,1302.46
33GLP2,20/02/2024 22:10,20/02/2024,1020,1864,11,20.98,4658.65
FJ9OMF,20/02/2024 22:09,20/02/2024,1341,401,23,28.34,3876.98
I247LC,20/02/2024 22:09,20/02/2024,1843,1829,14,6.36,4320.81
A4NZ4D,20/02/2024 22:09,20/02/2024,1619,674,18,26.75,4543.81
MZEJ2L,20/02/2024 22:06,20/02/2024,1772,317,17,25.46,3906.89
XDX10D,20/02/2024 22:06,20/02/2024,756,1187,16,38.62,1775.46
ICR5PK,20/02/2024 22:05,20/02/2024,749,697,14,413.02,51625.69
5CN9OF,20/02/2024 22:03,20/02/2024,1135,539,22,12.15,1484.86
LRTJA3,20/02/2024 22:01,20/02/2024,1019,909,23,53.35,1108.57
VC5ZSR,20/02/2024 21:55,20/02/2024,36,187,15,23.53,82476.28
H5CWHY,20/02/2024 21:54,20/02/2024,335,2230,21,6.91,430.55
OS1HU2,20/02/2024 21:52,20/02/2024,1457,346,11,17.84,771.68
1ENBF0,20/02/2024 21:51,20/02/2024,380,663,19,20.42,4083.26
IPLUK2,20/02/2024 21:49,20/02/2024,494,638,15,115.04,2433.22
HAMG4K,20/02/2024 21:49,20/02/2024,194,1751,15,1.91,2762.81
YW9ZR1,20/02/2024 21:48,20/02/2024,359,231,11,17.08,315.24
YQS6UW,20/02/2024 21:43,20/02/2024,1356,744,21,40.45,2350.1
KLZUNP,20/02/2024 21:43,20/02/2024,370,461,11,12.95,276.65
BC9TDJ,20/02/2024 21:42,20/02/2024,1454,603,18,33.4,2799.56
D53LO7,20/02/2024 21:40,20/02/2024,1442,1954,16,10.15,1451.67
0TPFPZ,20/02/2024 21:36,20/02/2024,716,1584,19,21.07,4639.92
MCTXVI,20/02/2024 21:35,20/02/2024,910,337,18,163.22,2878.11
47HACD,20/02/2024 21:24,20/02/2024,75,1166,11,24.88,215.91
43T5RA,20/02/2024 21:22,20/02/2024,1251,1122,11,31.96,3147.13
UDE2ZQ,20/02/2024 21:22,20/02/2024,205,1080,14,14.27,78334.83
00TRKV,20/02/2024 21:21,20/02/2024,500,348,23,12.81,2314.03
39CYK4,20/02/2024 21:21,20/02/2024,1978,654,21,37.91,4768.2
XC0FOO,20/02/2024 21:18,20/02/2024,1296,2119,15,37.09,3321.15
PLABBL,20/02/2024 21:17,20/02/2024,1918,1622,19,2.23,2836.63
JUSASQ,20/02/2024 21:17,20/02/2024,1959,141,23,11.54,3177.1
ASTSG4,20/02/2024 21:15,20/02/2024,859,476,23,41.86,3045.67
4D1PIT,20/02/2024 21:14,20/02/2024,1036,2269,12,31.49,4468.37
DXYFRW,20/02/2024 21:12,20/02/2024,797,1952,23,15.84,5310.43
ISUPPN,20/02/2024 21:10,20/02/2024,1578,1282,22,15.23,80673.51
DZ75BB,20/02/2024 21:10,20/02/2024,1032,971,23,16.19,3042.47
VGN6BN,20/02/2024 21:07,20/02/2024,819,708,16,29.09,4975.91
CP93FO,20/02/2024 21:04,20/02/2024,562,891,15,30.29,959.45
DVEF23,20/02/2024 21:02,20/02/2024,581,1140,11,57.39,54829.37
GXEMLR,20/02/2024 21:02,20/02/2024,1302,1406,20,109.49,76618.69
CC3YGZ,20/02/2024 20:59,20/02/2024,1383,2319,23,122.62,518.06
L0Q7UW,20/02/2024 20:57,20/02/2024,804,181,23,11.08,3374.84
UWM26Z,20/02/2024 20:56,20/02/2024,264,1849,12,6.78,3524.76
ENKGPB,20/02/2024 20:55,20/02/2024,944,1524,11,35.39,240.61
IQDQQE,20/02/2024 20:53,20/02/2024,408,1050,16,11.15,4498.03
O5XI2Z,20/02/2024 20:49,20/02/2024,1449,1714,16,44.48,4351.65
3U9FYB,20/02/2024 20:48,20/02/2024,772,441,15,72.29,3298.12
W62ACE,20/02/2024 20:48,20/02/2024,330,1956,20,25.67,1731.54
61VFRE,20/02/2024 20:46,20/02/2024,421,1871,12,21.21,2660.82
Q3KWOD,20/02/2024 20:46,20/02/2024,104,2303,19,9.11,258.03
2GYUYX,20/02/2024 20:45,20/02/2024,1885,259,11,20.1,312.83
5E3VBO,20/02/2024 20:44,20/02/2024,107,1874,12,33.92,1835.03
P4GJ74,20/02/2024 20:43,20/02/2024,1915,45,22,13.31,768.99
C5TZV5,20/02/2024 20:40,20/02/2024,1884,1760,11,27.32,3003.68
HPENW8,20/02/2024 20:37,20/02/2024,1656,1256,15,10.38,1786.45
CX2KFE,20/02/2024 20:31,20/02/2024,1295,716,23,22.01,4099.41
4LDLAH,20/02/2024 20:30,20/02/2024,300,2365,10,27.74,6104
EAL9RQ,20/02/2024 20:29,20/02/2024,1385,1657,10,99.57,1467.16
KWIHER,20/02/2024 20:24,20/02/2024,1732,568,17,127.84,359.45
UV41AM,20/02/2024 20:21,20/02/2024,1226,1032,17,34.36,504.11
3M79IX,20/02/2024 20:19,20/02/2024,70,1743,18,30.79,3021.94
BFDR4L,20/02/2024 20:18,20/02/2024,1547,2104,16,79.79,1820.26
7XCK2S,20/02/2024 20:16,20/02/2024,1394,850,23,13.24,2687.2
F6YBPE,20/02/2024 20:12,20/02/2024,1621,446,15,63.28,1701.9
10EUC4,20/02/2024 20:10,20/02/2024,951,642,16,19.13,6698.05
79ZS6S,20/02/2024 20:07,20/02/2024,784,221,23,163.33,775.55
7WL40Z,20/02/2024 20:06,20/02/2024,1490,1046,23,25.13,4331.55
F8GKPI,20/02/2024 20:02,20/02/2024,1212,1687,23,10.72,4806.81
CMEYP1,20/02/2024 20:01,20/02/2024,1680,2353,22,15.74,1108.37
TR7XW0,20/02/2024 20:00,20/02/2024,910,1373,10,151.13,281.09
8PJPQB,20/02/2024 19:59,20/02/2024,978,2358,18,8.2,2371.66
S9H4D7,20/02/2024 19:58,20/02/2024,1747,765,16,28.62,3280.77
IA6Q6J,20/02/2024 19:57,20/02/2024,149,347,23,23.09,3630.76
8OKHO8,20/02/2024 19:57,20/02/2024,187,1247,15,11.1,4010.87
WQL5YJ,20/02/2024 19:51,20/02/2024,1396,1096,23,10.64,3231.13
4RO893,20/02/2024 19:49,20/02/2024,1925,817,20,11.99,4155.33
WH9WRK,20/02/2024 19:47,20/02/2024,316,1121,16,18.73,30207.86
32RB7V,20/02/2024 19:46,20/02/2024,992,2388,20,3.97,86680
0UZWJ1,20/02/2024 19:45,20/02/2024,592,520,19,89.72,4268.12
H630LU,20/02/2024 19:44,20/02/2024,844,596,19,55.63,186.24
CRO04B,20/02/2024 19:37,20/02/2024,819,2144,14,34.79,813.23
9PLILM,20/02/2024 19:36,20/02/2024,563,1990,15,7.98,194.68
A0IPY0,20/02/2024 19:35,20/02/2024,1590,70,22,47.87,2812.36
LXTNJS,20/02/2024 19:35,20/02/2024,1824,1354,18,29.39,2654.07
G57NOT,20/02/2024 19:33,20/02/2024,1403,1026,18,9.57,4595.54
RP7B4H,20/02/2024 19:30,20/02/2024,106,1672,17,14.69,130.12
3AWQYQ,20/02/2024 19:25,20/02/2024,1284,205,17,35.85,315.53
HJ79EF,20/02/2024 19:22,20/02/2024,1513,366,19,7.18,169.04
HIBN0E,20/02/2024 19:22,20/02/2024,249,1194,21,65.59,103.06
76224Z,20/02/2024 19:21,20/02/2024,1194,2400,22,66.35,2227.29
4X0ZE4,20/02/2024 19:21,20/02/2024,1549,732,15,122.04,4603.03
303EII,20/02/2024 19:20,20/02/2024,727,1525,10,4.76,4098.54
HFWP3S,20/02/2024 19:20,20/02/2024,1115,2021,21,11.7,3760.26
N4URKJ,20/02/2024 19:18,20/02/2024,984,711,21,19.66,229.87
4RQEZ2,20/02/2024 19:17,20/02/2024,78,533,11,36.33,3780.35
SQP0CT,20/02/2024 19:17,20/02/2024,1780,291,11,8.99,7214.88
VMIC2K,20/02/2024 19:15,20/02/2024,1101,2018,18,4.23,473.96
UC4KH6,20/02/2024 19:09,20/02/2024,917,1370,19,59.88,4330.74
WQ8N5D,20/02/2024 19:08,20/02/2024,1114,1410,23,77.63,537.24
WCPKYG,20/02/2024 19:06,20/02/2024,187,1247,11,11.8,3999.77
A1QQ1B,20/02/2024 19:05,20/02/2024,194,2107,22,6.93,78530.49
7WE7XV,20/02/2024 19:05,20/02/2024,984,1153,17,25.27,594.37
DIH7M5,20/02/2024 19:01,20/02/2024,1783,749,19,8.56,238.78
VXDREQ,20/02/2024 19:01,20/02/2024,1643,1307,21,62.73,2523.61
NMYL1P,20/02/2024 18:59,20/02/2024,738,544,19,47.97,270.7
ER7Q78,20/02/2024 18:59,20/02/2024,601,1213,21,5.57,53534.61
7SFFSR,20/02/2024 18:57,20/02/2024,485,240,22,5.79,3261.68
JT4JWX,20/02/2024 18:57,20/02/2024,67,1982,20,17.51,5000.42
G7SXY6,20/02/2024 18:56,20/02/2024,1921,929,22,67.5,858.32
AALN8D,20/02/2024 18:49,20/02/2024,296,470,23,4.13,3615.01
70JWKU,20/02/2024 18:49,20/02/2024,1846,1791,23,13.88,5335.04
V5LTFB,20/02/2024 18:48,20/02/2024,583,1239,17,11.52,590.25
CDCOWD,20/02/2024 18:47,20/02/2024,136,961,20,32.5,3293.66
4SH90W,20/02/2024 18:47,20/02/2024,870,2163,22,5.26,172.4
HBVVJT,20/02/2024 18:45,20/02/2024,1412,1351,23,71.44,1541.75
ZNQ2VE,20/02/2024 18:40,20/02/2024,842,1810,10,440.78,43304.8
C2XCPV,20/02/2024 18:40,20/02/2024,373,1496,18,4.24,530.05
UOARYF,20/02/2024 18:37,20/02/2024,1859,2112,11,163.71,34225.6
OEHO03,20/02/2024 18:37,20/02/2024,480,914,21,7.61,51899.61
S5IKVK,20/02/2024 18:36,20/02/2024,850,2204,22,17.38,44652.18
0WI4IU,20/02/2024 18:36,20/02/2024,1892,1616,18,165.17,67284.69
UNZF7U,20/02/2024 18:36,20/02/2024,946,1028,15,19.82,1164
WAWHCG,20/02/2024 18:35,20/02/2024,1848,598,23,1.58,75.11
JKQOWY,20/02/2024 18:33,20/02/2024,452,1099,15,44.64,3281.68
ZMXO4N,20/02/2024 18:31,20/02/2024,671,981,19,10.96,237.41
T0RBKP,20/02/2024 18:30,20/02/2024,1575,1033,23,13.41,4004.93
9UMF6X,20/02/2024 18:28,20/02/2024,251,895,16,41.55,3454.24
XT5369,20/02/2024 18:27,20/02/2024,440,1383,11,5.82,716.65
3V67UX,20/02/2024 18:26,20/02/2024,679,1145,18,20.45,6958.89
WL9TM7,20/02/2024 18:20,20/02/2024,764,1054,22,5.93,305.18
CP17JU,20/02/2024 18:18,20/02/2024,1610,1971,19,14.58,7515.85
631I3A,20/02/2024 18:17,20/02/2024,36,187,11,27.35,82452.75
GKONA7,20/02/2024 18:17,20/02/2024,1070,239,14,3.44,1421.57
BGUEAV,20/02/2024 18:10,20/02/2024,718,2064,15,38.8,100.59
8L73D9,20/02/2024 18:10,20/02/2024,296,470,22,54.15,3619.14
ZTA1MY,20/02/2024 18:10,20/02/2024,1707,905,18,5.18,2493.74
Q3ZKS4,20/02/2024 18:08,20/02/2024,246,885,22,13.61,4632.41
QJJ9D3,20/02/2024 18:04,20/02/2024,1643,1307,20,1.69,2460.88
9ZURUT,20/02/2024 18:01,20/02/2024,687,309,12,138.04,5665.07
R7G0SG,20/02/2024 18:01,20/02/2024,1575,1033,21,3.43,4018.34
VDZL2F,20/02/2024 18:00,20/02/2024,1581,225,23,10.92,1913.39
OCTMPU,20/02/2024 17:57,20/02/2024,1723,1362,15,2.57,440.35
XP28P4,20/02/2024 17:57,20/02/2024,1413,17,23,126.13,1085.2
Q6H43M,20/02/2024 17:55,20/02/2024,884,509,14,3.91,2126.43
EFB1SD,20/02/2024 17:55,20/02/2024,1866,1089,23,11.6,3137.48
0K3HU6,20/02/2024 17:48,20/02/2024,206,1861,22,203.6,2508.01
98GHC9,20/02/2024 17:36,20/02/2024,1599,434,14,27.34,1375.17
UYXY1R,20/02/2024 17:32,20/02/2024,384,501,23,50,1902.2
5YOTYR,20/02/2024 17:32,20/02/2024,1238,1215,22,100.9,4658.42
R4K857,20/02/2024 17:31,20/02/2024,713,912,15,15.87,3672.13
BTRJT5,20/02/2024 17:30,20/02/2024,48,984,22,22.54,2741.51
6RGLCS,20/02/2024 17:30,20/02/2024,642,14,21,10.8,1037.44
QDFSUM,20/02/2024 17:27,20/02/2024,1726,2220,17,27.01,2369.78
WYRJS5,20/02/2024 17:24,20/02/2024,1930,2088,23,3.56,1422.22
MI9ZU1,20/02/2024 17:23,20/02/2024,171,975,21,27.48,2217.22
YDI1EU,20/02/2024 17:18,20/02/2024,239,142,19,15.5,3131.25
EYE8AT,20/02/2024 17:18,20/02/2024,1934,293,19,30.15,258.83
IPTVRA,20/02/2024 17:17,20/02/2024,22,315,18,99.96,2291.38
10SISI,20/02/2024 17:17,20/02/2024,1487,740,22,6.94,971.2
